ds_id,name,group,submitter,is_public,polarity,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2021-01-06_21h03m34s,pos_change syringe_10ppb_spot 3_lower stagex2,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,34.0,126.0,555.0,2087.0,2021-01-06_21h03m34s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-06_21h08m23s,pos_after troubleshooting_run 2_spot 1_laser pulse 10,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,38.0,35.0,369.0,1977.0,2021-01-06_21h08m23s,Other Solvent,high,1.0,371719.5198059771,True,True
2021-01-06_21h12m48s,pcsf_AS HB_Spot 1_after troubleshooting,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,55.0,41.0,495.0,1715.0,2021-01-06_21h12m48s,Other Solvent,high,1.0,371719.5198059771,True,False
2021-01-06_21h14m14s,pos_after troubleshooting_spot 2,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,26.0,47.0,387.0,1461.0,2021-01-06_21h14m14s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h33m32s,pCSF_pos_afterTS_Spot2,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,26.0,47.0,387.0,1461.0,2021-01-07_20h33m32s,Other Solvent,high,0.5,185859.75990298856,False,False
2021-01-07_20h36m34s,pCSF_pos_10ppb_lowerstage_Spot1,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,31.0,41.0,439.0,1321.0,2021-01-07_20h36m34s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h37m34s,pCSF_pos_10ppn_nolowerstage_Spot2,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,35.0,49.0,233.0,1438.0,2021-01-07_20h37m34s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h39m48s,pCSF_pos_CS_10ppb_Spot1,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,87.0,213.0,882.0,2228.0,2021-01-07_20h39m48s,Other Solvent,high,1.0,371719.5198059771,True,True
2021-01-07_20h43m57s,pCSF_pos_CS_10ppb_Spot1_lowerstage_it 20,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,14.0,108.0,557.0,1867.0,2021-01-07_20h51m30s,Other Solvent,high,0.5,185859.75990298856,False,False
2021-01-07_20h45m48s,pCSF_pos_CS_10ppb_Spot1_it 30,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,40.0,44.0,417.0,2749.0,2021-01-07_20h45m48s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h47m27s,PCSF_AS HB_Change syringe_10ppb_spot2_lower stage,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,41.0,108.0,872.0,2209.0,2021-01-07_20h47m27s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h49m31s,poCSF_pos_10ppb_Spot2_lowerstage_it 25,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,22.0,27.0,795.0,2255.0,2021-01-07_20h49m31s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h53m04s,pCSF_pos_CS_10ppb_Spot3_lowerstagex2,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,34.0,126.0,555.0,2087.0,2021-01-07_20h53m04s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-07_20h54m53s,pCSF_pos_slide_Spot2_20201220122959,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,136.0,211.0,495.0,1189.0,2021-01-07_20h54m53s,Other Solvent,high,1.0,371719.5198059771,True,False
2021-09-26_18h13m53s,20210223_Labeled_Liver_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,21.0,40.0,144.0,823.0,2021-09-26_18h13m53s,ACN,high,1.0,658025.4709451029,True,True
2021-09-26_18h15m28s,20210226_ Unlabeled_Liver_04,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,14.0,18.0,122.0,249.0,2021-09-26_18h15m09s,ACN,high,0.5,329012.73547255143,True,False
2021-12-16_15h58m28s,13152_H0_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,504.0,84.0,3.0,151.0,2021-12-16_15h58m28s,ACN,high,0.3333333333333333,219341.82364836763,False,False
2021-12-16_15h59m51s,HFD_60,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,485.0,124.0,2.0,148.0,2021-12-16_15h59m51s,ACN,high,1.0,658025.4709451029,False,False
2021-12-16_16h03m58s,H12132_60_03,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,588.0,226.0,6.0,229.0,2021-12-16_16h04m35s,ACN,high,0.25,164506.36773627572,False,False
2021-12-16_16h04m35s,H12134_60_03,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,500.0,106.0,,126.0,2021-12-16_16h04m35s,ACN,high,0.25,164506.36773627572,False,False
2021-12-16_16h05m40s,H13153_0_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,506.0,79.0,4.0,117.0,2021-12-16_16h04m35s,ACN,high,0.25,164506.36773627572,False,False
2021-12-16_19h40m36s,13156_L0_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,418.0,133.0,20.0,133.0,2021-12-16_19h54m06s,ACN,high,0.3333333333333333,219341.82364836763,False,False
2021-12-16_19h54m06s,13160_L0_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,534.0,241.0,,188.0,2021-12-16_19h54m06s,ACN,high,0.3333333333333333,219341.82364836763,False,False
2021-12-16_20h21m02s,L12137_60__03,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,568.0,241.0,,239.0,2021-12-16_20h21m02s,ACN,high,1.0,658025.4709451029,True,False
2021-12-16_20h37m26s,L12139_60_03,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,495.0,211.0,,166.0,2021-12-16_20h38m54s,ACN,high,0.5,329012.73547255143,True,False
2021-12-16_20h39m54s,L13157_L0_01,NCSU,Allyson Mellinger,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 1mM AA,240000.0,505.0,110.0,,132.0,2021-12-16_20h39m54s,ACN,high,1.0,658025.4709451029,False,False
2022-01-13_18h09m40s,20220112_Rat_Trial2_1_Ice,NCSU,Allyson Mellinger,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 2%FA,240000.0,130.0,129.0,362.0,1844.0,2022-01-13_18h09m40s,ACN,high,1.0,642810.498270536,False,False
2022-05-23_14h27m35s,RawNG_Thawed,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,51.0,54.0,254.0,1530.0,2022-05-23_14h27m35s,Other Solvent,high,1.0,426073.50249301415,True,False
2022-05-23_14h28m02s,RawNG_Ice,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,72.0,52.0,412.0,2692.0,2022-05-23_14h28m02s,Other Solvent,high,1.0,426073.50249301415,True,True
2022-05-23_14h36m21s,Obj_Frozen_,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,44.0,83.0,362.0,1455.0,2022-05-23_14h36m21s,Other Solvent,high,1.0,426073.50249301415,False,False
2022-05-23_14h42m31s,Obj_Thawed,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,29.0,96.0,781.0,624.0,2022-05-23_14h42m31s,Other Solvent,high,1.0,426073.50249301415,True,False
2022-05-23_14h46m46s,Obj_75_ice,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,60.0,75.0,283.0,1802.0,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666,71012.25041550236,False,False
2022-05-23_14h47m09s,Obj_65_ice,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,54.0,91.0,782.0,1403.0,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666,71012.25041550236,False,False
2022-05-23_14h47m32s,Obj_55_ice,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,41.0,67.0,559.0,1513.0,2022-05-23_14h46m17s,Other Solvent,high,0.16666666666666666,71012.25041550236,False,False
2022-05-23_15h04m39s,Reflection 2ppb,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,65.0,59.0,960.0,1669.0,2022-05-23_15h04m39s,Other Solvent,high,1.0,426073.50249301415,False,False
2022-05-23_15h08m42s,TM_9mm,NCSU,Alena Joignant,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,77.0,47.0,295.0,2009.0,2022-05-23_15h08m42s,Other Solvent,high,0.16666666666666666,71012.25041550236,False,False
2022-03-02_09h12m28s,IR_plasma_FFPE_kidney_neg_mz300-1000,National Physical Laboratory ,Rory Steven,True,Negative,Other,AP-IR-plasma-LDI,Orbitrap,Orbitrap,Other,none,Other,none,169705.62748477142,411.0,321.0,412.0,94.0,2022-03-02_09h12m28s,Other Solvent,medium,0.5,4907.547912065915,False,False
2022-03-03_09h34m18s,IR_plasma_fresh_kidney_pos_mz300-1000,National Physical Laboratory ,Rory Steven,True,Positive,Other,AP-IR-plasma-LDI,Orbitrap,Orbitrap,Other,none,Other,none,169705.62748477142,518.0,186.0,447.0,627.0,2022-03-03_09h34m18s,Other Solvent,medium,0.5,4261.39980955884,True,True
2019-11-26_17h40m02s,BOB_Cetuximab_all_30um_80-900_neg,None,Lucy Flint,True,Negative,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,116.0,305.0,1008.0,2332.0,2019-11-26_17h40m02s,Other Solvent,medium,1.0,7056.35434278596,False,False
2020-02-06_22h12m21s,190219_Zfish_Dplus7C_Pos,None,Whitney Stutts,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,399.0,358.0,811.0,2892.0,2021-09-08_02h44m51s,Other Solvent,medium,0.2,74568.04538055764,False,False
2020-02-06_22h36m23s,190411_Zfish_Dplus7E,None,Whitney Stutts,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,356.0,337.0,900.0,3202.0,2020-02-06_22h36m23s,Other Solvent,medium,0.5,186420.1134513941,True,False
2020-02-06_22h52m22s,190220_Zfish_Dplus4D_Neg,None,Whitney Stutts,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,147.0,425.0,203.0,129.0,2020-02-06_22h50m14s,Other Solvent,medium,0.2,85874.65897786213,False,False
2020-02-06_23h14m51s,190221_Zfish_Dplus4A_Neg,None,Whitney Stutts,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,188.0,377.0,284.0,160.0,2020-02-06_23h14m51s,Other Solvent,medium,1.0,429373.2948893106,True,True
2021-01-04_01h15m46s,2000-75T_POS,None,Anqi Tu,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,609.0,1036.0,1520.0,2801.0,2021-01-04_01h15m46s,ACN,high,1.0,357930.0524083594,False,False
2021-01-04_01h22m59s,2000-75T_NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,712.0,472.0,306.0,245.0,2021-01-04_01h22m59s,ACN,high,1.0,412202.3184546336,False,False
2021-01-04_01h31m01s,2000-75_N_NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,476.0,356.0,351.0,207.0,2021-01-04_01h31m01s,ACN,high,1.0,412202.3184546336,False,False
2021-03-22_17h02m55s,01312020_42707_Mes_LN_SHIV+,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,23.0,67.0,422.0,4859.0,2021-03-22_17h02m55s,Other Solvent,medium,0.5,326604.09084274375,False,False
2021-03-23_14h27m36s,02242020_Mes_LN_40437_Rpt,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,32.0,18.0,615.0,3852.0,2021-03-23_14h27m36s,Other Solvent,medium,1.0,653208.1816854875,True,True
2021-03-29_14h00m08s,12052019_SHIV+_42827_MES-LN,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,43.0,91.0,848.0,6087.0,2021-03-29_14h00m08s,Other Solvent,medium,1.0,653208.1816854875,False,False
2021-03-29_16h11m02s,11262019_41380_SHIV+,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,17.0,54.0,381.0,6209.0,2021-03-29_16h11m02s,Other Solvent,medium,1.0,653208.1816854875,False,False
2021-03-29_21h54m58s,02252020_42350_Mes_LN,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,35.0,24.0,518.0,2933.0,2021-03-24_15h26m36s,Other Solvent,medium,0.3333333333333333,217736.06056182922,True,False
2021-03-30_01h47m09s,12062019_42528_Mes_LN_SHIV-,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,28.0,52.0,687.0,6548.0,2021-03-30_23h04m24s,Other Solvent,medium,0.14285714285714285,93315.45452649824,False,False
2021-03-31_00h28m24s,02192020_42109_Mes_LN_4,None,Erin Scholz,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,140000.0,24.0,53.0,717.0,2799.0,2021-03-31_00h28m24s,Other Solvent,medium,1.0,653208.1816854875,False,False
2021-05-03_11h34m11s,13C labelled - BT 474 BM D DAN ,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,84852.81374238571,44.0,40.0,109.0,547.0,2021-05-03_11h34m11s,DAN,medium,1.0,240094.68769992175,True,False
2021-05-04_20h36m00s,2002-322Normal_POS,None,Anqi Tu,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,627.0,810.0,1038.0,2460.0,2021-05-04_21h18m24s,ACN,high,0.3333333333333333,119310.01746945315,False,False
2021-05-04_20h38m11s,2002-322Normal_NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,481.0,600.0,449.0,536.0,2021-05-04_21h07m55s,ACN,high,0.3333333333333333,137400.77281821118,False,False
2021-05-04_20h47m58s,2002-342Tumor-NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,416.0,457.0,211.0,181.0,2021-05-04_20h47m58s,ACN,high,1.0,412202.3184546336,False,False
2021-05-04_20h49m20s,2002-342Normal-NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,411.0,335.0,257.0,270.0,2021-05-04_20h49m20s,ACN,high,0.3333333333333333,137400.77281821118,False,False
2021-05-04_20h51m33s,2002-342Tumor-POS,None,Anqi Tu,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,589.0,811.0,1005.0,1139.0,2021-05-04_21h21m03s,ACN,high,0.5,178965.0262041797,True,True
2021-05-04_21h07m55s,2000-117Normal_NEG2,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,503.0,374.0,210.0,128.0,2021-05-04_21h07m55s,ACN,high,0.3333333333333333,137400.77281821118,False,False
2021-05-04_21h17m03s,2000-117Tumor_POS,None,Anqi Tu,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,1097.0,1313.0,1152.0,640.0,2021-05-04_20h32m54s,ACN,high,0.5,178965.0262041797,False,False
2021-05-04_21h20m32s,2003-192Normal-NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,587.0,317.0,231.0,153.0,2021-05-04_20h49m20s,ACN,high,0.3333333333333333,137400.77281821118,False,False
2021-05-04_21h21m03s,2003-192Tumor-POS,None,Anqi Tu,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,717.0,1108.0,1035.0,778.0,2021-05-04_21h21m03s,ACN,high,0.5,178965.0262041797,False,False
2021-05-04_21h28m32s,1999-129Normal-NEG,None,Anqi Tu,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,411.0,487.0,540.0,464.0,2021-05-04_20h49m20s,ACN,high,0.3333333333333333,137400.77281821118,False,False
2021-11-10_23h08m33s,1min 3spheroids-total ion count,None,Yijia Wang,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),ACN,"50% ACN, 50% H2O with 0.1% TFA",140000.0,99.0,65.0,94.0,74.0,2021-11-10_23h08m33s,CHCA,medium,1.0,5992.522035915645,False,False
2021-11-19_11h35m12s,20211118_35x70_20um_rate4#23_DAN_AcOH_Neg_mode_200-2000mz_70K_Laser39_4p2kV_350C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,70000.0,31.0,40.0,92.0,427.0,2021-11-19_11h35m12s,DAN,low,1.0,417642.87762084196,False,False
2021-12-15_15h43m38s,20211108_100x60_5um_RAte3#10_AcOH_DAN_Neg_mode_200-2000mz_70K_Laser39_4p5kV_350C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,70000.0,25.0,21.0,104.0,219.0,2021-12-15_15h43m38s,DAN,low,1.0,417642.87762084196,False,False
2022-01-12_10h42m57s,20201216_580x326_20um_Mouse_brain_DAN_Neg_mode_200-2000mz_70K_Laser38_6.0kV_400C_Slens90_linemode_centroid,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,70000.0,35.0,31.0,99.0,415.0,2022-01-12_10h42m57s,DAN,low,1.0,469848.2373234472,True,False
2022-01-27_04h18m25s,mlctrl hct116 chca 1-total ion count,None,Yijia wang,True,Positive,MALDI,MALDI,FTICR,15 T FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,140000.0,63.0,61.0,68.0,169.0,2022-01-27_04h18m25s,CHCA,medium,1.0,6741.5872904051,False,False
2022-02-14_11h58m38s,20220211_608x860_25um_Mouse sample train bloc1#10_Dan spray_Neg_mode_200-1000mz_70K_Laser39_5.5kV_400C_Slens90_line_leftright_centroid,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,98994.94936611666,42.0,77.0,96.0,402.0,2022-02-14_11h58m38s,DAN,medium,1.0,270106.52366241196,False,False
2022-02-18_14h33m04s,white matter-root mean square,None,Judit Aguilar,True,Positive,MALDI,MALDI,TOF,timsTOF Flex,HCCA,α-Cyano-4-hydroxycinnamic acid (HCCA),Other,none,60000.0,8.0,16.0,19.0,146.0,2022-02-18_14h33m04s,HCCA,low,1.0,52248.22860136179,False,False
2022-03-08_16h44m33s,20220307_458x693_25um_Mouse sample train bloc3#4_Dan spray+Plamd31++_Neg_mode_200-1000mz_70K_Laser39_5.5kV_350C_Slens90_line_leftright_centroid,None,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,98994.94936611666,41.0,110.0,104.0,529.0,2022-03-04_11h13m43s,DAN,medium,0.16666666666666666,45017.75394373532,False,False
2022-03-30_18h56m35s,ControlEye2,None,Dorothy Ahlf Wheatcraft,True,Positive,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,9.0,26.0,51.0,974.0,2022-03-30_18h56m35s,CHCA,low,1.0,2258067.210211913,False,False
2022-03-30_19h09m25s,ControlEye-3,None,Dorothy Ahlf Wheatcraft,True,Positive,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,11.0,28.0,21.0,485.0,2022-03-30_18h38m10s,CHCA,low,0.5,1129033.6051059566,False,False
2022-03-30_19h20m12s,MutantEye-01,None,Dorothy Ahlf Wheatcraft,True,Positive,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,8.0,13.0,24.0,412.0,2022-03-30_19h40m05s,CHCA,low,0.3333333333333333,752689.0700706375,True,False
2022-03-30_19h29m56s,MutantEye-2,None,Dorothy Ahlf Wheatcraft,True,Positive,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,11.0,23.0,14.0,372.0,2022-03-30_19h40m05s,CHCA,low,0.3333333333333333,752689.0700706375,False,False
2022-05-27_05h58m08s,well 2 20%-total ion count,None,Tassiani Sarretto,True,Positive,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,31.0,145.0,358.0,7242.0,2022-05-27_05h58m08s,DHAP,medium,1.0,1353522.9027330957,True,False
2022-05-27_06h48m41s,Slide 5 well 7-total ion count,None,Tassiani Sarretto,True,Positive,MALDI,MALDI,TOF,timsTOF,DHB,DHB,Acetone,Acetone,120000.0,18.0,85.0,300.0,5557.0,2022-05-27_06h48m41s,DHB,medium,1.0,1353522.9027330957,False,False
2022-05-27_07h06m45s,slide 5 well 7 2 25%posrun-total ion count,None,Tassiani Sarretto,True,Positive,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,13.0,36.0,291.0,5845.0,2022-05-27_07h06m45s,DHAP,medium,1.0,1353522.9027330957,False,False
2022-06-03_06h20m18s,Slide 5 well 2 60% 50um-total ion count,None,Tassiani Sarretto,True,Positive,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,182.0,207.0,659.0,7277.0,2022-06-03_06h20m18s,DHAP,medium,1.0,1353522.9027330957,True,False
2017-12-19_19h39m15s,human_kidney_norh_neg_75um,PNNL,Dusan Velickovic,True,Negative,MALDI,MALDI,FTICR,FTICR,Norharmane,norharmane,Other,,280000.0,9.0,29.0,83.0,41.0,2017-12-19_19h39m15s,Norharmane,high,1.0,46569.606508922174,False,False
2018-01-19_02h19m06s,T1CO2_LF,PNNL,Dusan Velickovic,True,Positive,Other,LESA,Orbitrap,Orbitrap,Other,none,MeOH,50%MeOH,169705.62748477142,6.0,67.0,254.0,703.0,2018-01-19_02h19m06s,MeOH,medium,1.0,121907.14582811661,False,False
2018-05-04_17h29m28s,20180223_CA_LAESI_Image_200K_4shots_665us_Kidney_32x20_250uM,PNNL,Christopher Anderton,True,Positive,Other,LAESI,FTICR,FTICR,Other,none,Other,none,2000000.0,32.0,80.0,66.0,440.0,2018-05-04_19h35m24s,Other Solvent,high,0.5,252228.9701434798,False,False
2018-05-04_19h35m24s,20180224_CA_LAESI_Image_400K_4shots_665us_Kidney_32x44_250uM,PNNL,Christopher Anderton,True,Positive,Other,LAESI,FTICR,FTICR,Other,none,Other,none,2000000.0,62.0,60.0,98.0,1029.0,2018-05-04_19h35m24s,Other Solvent,high,0.5,252228.9701434798,False,False
2018-06-22_16h46m42s,20170808_LAESI_Neumann_4_5_7R_tip_Root_67_5_400um,PNNL,Christopher Anderton,True,Positive,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,119.0,264.0,395.0,1782.0,2018-06-22_16h46m42s,Other Solvent,medium,1.0,463190.7475451299,True,True
2018-06-22_17h38m11s,20170809_LAESI_Neumann_PIMimage_4_5_1R_102_20_300,PNNL,Christopher Anderton,True,Positive,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,86.0,152.0,762.0,4048.0,2018-06-22_17h38m11s,Other Solvent,medium,0.5,231595.37377256496,False,False
2018-06-22_18h44m22s,20170809_LAESI_Neumann_PIMimage_4_7_9R_105_12_325,PNNL,Christopher Anderton,True,Positive,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,36.0,106.0,265.0,2889.0,2018-06-22_17h38m11s,Other Solvent,medium,0.5,231595.37377256496,False,False
2018-09-14_22h27m56s,18-142-2_slide4_1mlmin_3rd,PNNL,Dusan Velickovic,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,22.0,25.0,111.0,937.0,2018-09-14_22h27m56s,DHB,high,1.0,50547.573825114596,False,False
