ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2021-01-06_21h01m01s,pos_change syringe_10ppb_spot 3_lower stage_it 45,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,5.0,40.0,484.0,1862.0,2021-01-06_21h01m01s,Other Solvent,high,0.5,3848165616.803855,False,False
2021-01-06_21h08m23s,pos_after troubleshooting_run 2_spot 1_laser pulse 10,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,38.0,35.0,369.0,1977.0,2021-01-06_21h08m23s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-06_21h14m14s,pos_after troubleshooting_spot 2,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,26.0,47.0,387.0,1461.0,2021-01-06_21h14m14s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h32m25s,pCSF_pos_afterTS_Spot1,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,55.0,41.0,495.0,1714.0,2021-01-07_20h33m32s,Other Solvent,high,0.5,3848165616.803855,False,False
2021-01-07_20h35m22s,pCSF_pos_afterTS_LP10_Spot1_run2,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,38.0,35.0,369.0,1977.0,2021-01-07_20h35m22s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h36m34s,pCSF_pos_10ppb_lowerstage_Spot1,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,31.0,41.0,439.0,1321.0,2021-01-07_20h36m34s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h39m48s,pCSF_pos_CS_10ppb_Spot1,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,87.0,213.0,882.0,2228.0,2021-01-07_20h39m48s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h43m57s,pCSF_pos_CS_10ppb_Spot1_lowerstage_it 20,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,14.0,108.0,557.0,1867.0,2021-01-07_20h51m30s,Other Solvent,high,0.5,3848165616.803855,False,False
2021-01-07_20h49m31s,poCSF_pos_10ppb_Spot2_lowerstage_it 25,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,22.0,27.0,795.0,2255.0,2021-01-07_20h49m31s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h53m04s,pCSF_pos_CS_10ppb_Spot3_lowerstagex2,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,34.0,126.0,555.0,2087.0,2021-01-07_20h53m04s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-07_20h54m53s,pCSF_pos_slide_Spot2_20201220122959,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,136.0,211.0,495.0,1189.0,2021-01-07_20h54m53s,Other Solvent,high,1.0,7696331233.60771,False,False
2022-01-13_18h09m40s,20220112_Rat_Trial2_1_Ice,NCSU,Allyson Mellinger,True,Positive,rat,liver,control-healthy,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 2%FA,240000.0,130.0,129.0,362.0,1844.0,2022-01-13_18h09m40s,ACN,high,1.0,11234057061.043556,False,False
2022-01-13_18h10m39s,rat liver 01,NCSU,Allyson Mellinger,True,Positive,rat,liver,control-healthy,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN + 2%FA,240000.0,139.0,235.0,724.0,1989.0,2022-01-13_18h10m39s,ACN,high,1.0,11234057061.043556,False,False
2022-05-16_15h01m39s,PreviousGeoSerial2,NCSU,Kevan Knizner,True,Positive,mouse,liver,wildtype,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,ice,Other,none,240000.0,92.0,259.0,967.0,1684.0,2022-05-16_15h01m39s,Other Solvent,high,1.0,550126923.7263185,False,False
2022-05-23_14h27m35s,RawNG_Thawed,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,51.0,54.0,254.0,1530.0,2022-05-23_14h27m35s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_14h28m02s,RawNG_Ice,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,72.0,52.0,412.0,2692.0,2022-05-23_14h28m02s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_14h29m06s,RawNG_Frozen,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,72.0,67.0,515.0,1851.0,2022-05-23_14h29m06s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_14h36m21s,Obj_Frozen_,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,44.0,83.0,362.0,1455.0,2022-05-23_14h36m21s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_14h40m53s,Obj_Ice_,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,Ice,Other,none,240000.0,44.0,70.0,473.0,1672.0,2022-05-23_14h40m53s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_14h42m31s,Obj_Thawed,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,29.0,96.0,781.0,624.0,2022-05-23_14h42m31s,Other Solvent,high,1.0,12332480426.202723,True,True
2022-05-23_15h04m39s,Reflection 2ppb,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,65.0,59.0,960.0,1669.0,2022-05-23_15h04m39s,Other Solvent,high,1.0,12332480426.202723,False,False
2022-05-23_15h08m56s,TM_8mm,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,70.0,194.0,840.0,1339.0,2022-05-23_15h08m42s,Other Solvent,high,0.16666666666666666,2055413404.3671205,False,False
2022-09-19_20h08m22s,20220909_Liver1_CA_MW_1148AM,NCSU,Cristina Arciniega,True,Positive,rat,liver,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,"50% ACN, 50% H2O with 0.2% FA",140000.0,190.0,308.0,1225.0,3646.0,2022-09-19_20h08m22s,ACN,medium,1.0,86213458572.16504,False,False
2022-09-19_21h20m58s,20220909_Liver2_CA_MW_1259PM,NCSU,Cristina Arciniega,True,Positive,rat,liver,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,ACN,"50% ACN, 50% H2O with 0.2% FA",140000.0,167.0,233.0,862.0,3637.0,2022-09-19_21h20m58s,ACN,medium,1.0,86213458572.16504,False,False
2020-02-06_21h05m09s,190219_Zfish_Dplus5C_Pos,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,Ice,140000.0,224.0,255.0,852.0,2760.0,2021-09-08_02h44m51s,Other Solvent,medium,0.2,21894814411.501007,False,False
2020-02-06_21h30m55s,190218_Zfish_Dplus4C_Pos,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,328.0,195.0,857.0,2744.0,2021-09-08_02h44m51s,Other Solvent,medium,0.2,21894814411.501007,False,False
2020-02-06_22h12m21s,190219_Zfish_Dplus7C_Pos,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,399.0,358.0,811.0,2892.0,2021-09-08_02h44m51s,Other Solvent,medium,0.2,21894814411.501007,False,False
2020-02-06_22h36m23s,190411_Zfish_Dplus7E,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,356.0,337.0,900.0,3202.0,2020-02-06_22h36m23s,Other Solvent,medium,0.5,54737036028.75252,False,False
2020-02-06_22h50m14s,190220_Zfish_Dplus7D_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,173.0,235.0,72.0,69.0,2020-02-06_22h50m14s,Other Solvent,medium,0.2,18894961142.144333,False,False
2020-02-06_22h52m22s,190220_Zfish_Dplus4D_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,147.0,425.0,203.0,129.0,2020-02-06_22h50m14s,Other Solvent,medium,0.2,18894961142.144333,False,False
2020-02-06_22h53m36s,190220_Zfish_Dplus5D_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,126.0,289.0,132.0,87.0,2020-02-06_22h50m14s,Other Solvent,medium,0.2,18894961142.144333,False,False
2020-02-06_23h13m40s,190411_Zfish_Dplus5E_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,146.0,260.0,83.0,106.0,2021-09-09_02h53m55s,Other Solvent,medium,0.5,47237402855.36082,False,False
2020-02-06_23h14m51s,190221_Zfish_Dplus4A_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,188.0,377.0,284.0,160.0,2020-02-06_23h14m51s,Other Solvent,medium,1.0,94474805710.72163,False,False
2020-11-29_20h27m30s,1999_129T_POS,None,Anqi Tu,True,Positive,human,ovary,cancer,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,880.0,1288.0,1910.0,2213.0,2020-11-29_20h27m30s,ACN,high,1.0,137582530050.38275,True,True
2020-11-29_20h32m07s,1999_129T_NEG,None,Anqi Tu,True,Negative,human,ovary,cancer,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,541.0,481.0,312.0,131.0,2020-11-29_20h32m07s,ACN,high,1.0,118732066428.22005,True,False
2021-01-04_00h06m06s,2000-75_N_POS,None,Anqi Tu,True,Positive,human,bladder,normal,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,658.0,828.0,1226.0,1447.0,2021-01-04_00h06m06s,ACN,high,1.0,10964363917.195473,False,False
2021-01-04_01h31m01s,2000-75_N_NEG,None,Anqi Tu,True,Negative,human,bladder,normal,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,476.0,356.0,351.0,207.0,2021-01-04_01h31m01s,ACN,high,1.0,9462114008.827314,False,False
2021-05-03_11h34m11s,13C labelled - BT 474 BM D DAN ,None,Landry Blanc,True,Negative,mouse,brain,cancer tumor,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,84852.81374238571,44.0,40.0,109.0,547.0,2021-05-03_11h34m11s,DAN,medium,1.0,1453339580.7199419,False,False
2021-05-04_20h36m00s,2002-322Normal_POS,None,Anqi Tu,True,Positive,human,bladder,normal,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,ACN,50% ACN | 0.2% FA,240000.0,627.0,810.0,1038.0,2460.0,2021-05-04_21h18m24s,ACN,high,0.3333333333333333,3654787972.3984904,False,False
2022-01-12_10h42m57s,20201216_580x326_20um_Mouse_brain_DAN_Neg_mode_200-2000mz_70K_Laser38_6.0kV_400C_Slens90_linemode_centroid,None,Landry Blanc,True,Negative,mouse,brain,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,DAN,Acetone,70/30 acetone/water,70000.0,35.0,31.0,99.0,415.0,2022-01-12_10h42m57s,DAN,low,1.0,52416359663.22812,False,False
2022-01-27_09h45m04s,20220126_357x633_20um_Camelina 6 seeds bloc2#10_Tol_DHB_Pos_mode_200-2000mz_70K_Laser37_5.2kV_400C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Positive,camelina,seed,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,DHB,Toluene,70/30 Toluene/Prop,98994.94936611666,2.0,51.0,190.0,1417.0,2022-01-27_09h45m04s,DHB,medium,0.3333333333333333,379645052886.04083,False,False
2022-01-28_14h20m33s,20220127_361x618_20um_Camelina 6 seeds bloc2#6_Tol_DHB_Pos_mode_200-2000mz_70K_Laser37_5.2kV_400C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Positive,camelina,seed,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,DHB,Toluene,70/30 Toluene/Prop,98994.94936611666,1.0,58.0,188.0,1405.0,2022-01-27_09h45m04s,DHB,medium,0.3333333333333333,379645052886.04083,True,True
2022-02-02_10h00m45s,20220201_522x298_20um_Camelina 6 seeds bloc3#3_Tol_DHB_Pos_mode_200-2000mz_70K_Laser37_5.2kV_400C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Positive,camelina,seed,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,DHB,Other,70/30 Tol/Prop,98994.94936611666,4.0,81.0,422.0,1698.0,2022-01-27_09h45m04s,DHB,medium,0.3333333333333333,379645052886.04083,True,True
2022-03-21_13h17m49s,20211104_25x75_20um_RAte3#7_AcOH-Tol_DHB5mg_POS_mode_200-2000mz_70K_Laser39_4p5kV_350C_Slens90_Line_leftright_centroid,None,Landry Blanc,True,Positive,mouse,spleen,normal,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Toluene,70/30 Toluene/Prop,98994.94936611666,2.0,21.0,77.0,722.0,2022-03-21_13h17m35s,DHB,medium,0.5,2182431726.047042,False,False
2022-03-30_18h56m35s,ControlEye2,None,Dorothy Ahlf Wheatcraft,True,Positive,mouse,eye,wildtype,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,9.0,26.0,51.0,974.0,2022-03-30_18h56m35s,CHCA,low,1.0,7956566585.403959,False,False
2022-03-30_19h09m25s,ControlEye-3,None,Dorothy Ahlf Wheatcraft,True,Positive,mouse,eye,wildtype,MALDI,MALDI,TOF,TOF reflector,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,70% MeOH | 0.1% TFA,30000.0,11.0,28.0,21.0,485.0,2022-03-30_18h38m10s,CHCA,low,0.5,3978283292.7019796,False,False
2022-05-27_05h58m08s,well 2 20%-total ion count,None,Tassiani Sarretto,True,Positive,cultured cells,neuron,control,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,31.0,145.0,358.0,7242.0,2022-05-27_05h58m08s,DHAP,medium,1.0,381236280649.1754,True,True
2022-05-27_06h48m41s,Slide 5 well 7-total ion count,None,Tassiani Sarretto,True,Positive,cultured cells,neuron,control,MALDI,MALDI,TOF,timsTOF,DHB,DHB,Acetone,Acetone,120000.0,18.0,85.0,300.0,5557.0,2022-05-27_06h48m41s,DHB,medium,1.0,583622901480.3538,True,True
2022-05-27_07h06m45s,slide 5 well 7 2 25%posrun-total ion count,None,Tassiani Sarretto,True,Positive,cultured cells,neuron,control,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,13.0,36.0,291.0,5845.0,2022-05-27_07h06m45s,DHAP,medium,1.0,381236280649.1754,False,False
2022-06-03_06h20m18s,Slide 5 well 2 60% 50um-total ion count,None,Tassiani Sarretto,True,Positive,cultured cells,neuron,control,MALDI,MALDI,TOF,timsTOF ,DHAP,DHA,Acetone,Acetone,120000.0,182.0,207.0,659.0,7277.0,2022-06-03_06h20m18s,DHAP,medium,1.0,381236280649.1754,True,True
2016-11-30_03h06m36s,Pinus_Root,PNNL,Christopher Anderton,True,Positive,pinus,root,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,167000.0,5.0,23.0,12.0,31.0,2016-11-30_03h06m36s,DHB,medium,1.0,51021833840.62718,False,False
2017-10-30_15h53m51s,root_Brachy_pos,PNNL,Dusan Velickovic,True,Positive,brachypodium distachyon,root,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,21.0,24.0,83.0,26.0,2017-10-30_15h53m51s,DHB,medium,1.0,26477973217.49769,False,False
2017-12-19_22h18m58s,Tripartite_LESA_pos_no_matrix,PNNL,Dusan Velickovic,True,Positive,"tripartite:bacteria, fungus, plant",whole organism,wildtype,ESI,ESI,Orbitrap,Orbitrap,Other,none,Other,,169705.62748477142,9.0,347.0,902.0,2293.0,2017-12-19_22h18m58s,Other Solvent,medium,1.0,50037270971.798386,False,False
2018-01-19_02h19m06s,T1CO2_LF,PNNL,Dusan Velickovic,True,Positive,brachypodium distachyon,root,wildtype,Other,LESA,Orbitrap,Orbitrap,Other,none,MeOH,50%MeOH,169705.62748477142,6.0,67.0,254.0,703.0,2018-01-19_02h19m06s,MeOH,medium,1.0,52355241503.19035,False,False
2018-05-04_19h35m24s,20180224_CA_LAESI_Image_400K_4shots_665us_Kidney_32x44_250uM,PNNL,Christopher Anderton,True,Positive,mouse,kidney,wildtype,Other,LAESI,FTICR,FTICR,Other,none,Other,none,2000000.0,62.0,60.0,98.0,1029.0,2018-05-04_19h35m24s,Other Solvent,high,0.5,7946023242.427679,False,False
2018-06-22_16h46m42s,20170808_LAESI_Neumann_4_5_7R_tip_Root_67_5_400um,PNNL,Christopher Anderton,True,Positive,alaskan plant,root,wildtype,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,119.0,264.0,395.0,1782.0,2018-06-22_16h46m42s,Other Solvent,medium,1.0,107374532762.21175,False,False
2018-06-22_17h38m11s,20170809_LAESI_Neumann_PIMimage_4_5_1R_102_20_300,PNNL,Christopher Anderton,True,Positive,alaskan plant,root,wildtype,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,86.0,152.0,762.0,4048.0,2018-06-22_17h38m11s,Other Solvent,medium,0.5,53687266381.10587,True,False
2018-06-22_18h44m22s,20170809_LAESI_Neumann_PIMimage_4_7_9R_105_12_325,PNNL,Christopher Anderton,True,Positive,alaskan plant,root,wildtype,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,36.0,106.0,265.0,2889.0,2018-06-22_17h38m11s,Other Solvent,medium,0.5,53687266381.10587,False,False
2018-06-22_19h16m08s,20170808_LAESI_Neumann_4_14_5R_RootMid_45_12_re,PNNL,Christopher Anderton,True,Positive,alaskan plant,root,wildtype,Other,LAESI,FTICR,FTICR,Other,none,Other,,120000.0,117.0,231.0,668.0,2321.0,2018-06-22_19h16m08s,Other Solvent,medium,1.0,107374532762.21175,True,True
2018-09-30_02h25m25s,181622_75um_dhb_nocmc,PNNL,Dusan Velickovic,True,Positive,human,kidney,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,25.0,14.0,102.0,1003.0,2018-09-30_02h25m25s,DHB,high,0.5,598988916.7346418,False,False
2018-10-09_17h46m34s,20161221_E18_5_FullScan_S31_reduced,PNNL,Christopher Anderton,True,Positive,human,lung,wildtype,ESI,Nano-DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,36.0,51.0,867.0,7063.0,2018-10-09_17h46m34s,Other Solvent,low,1.0,1367715089.8564577,False,False
2018-10-16_01h42m26s,181622_nocmc_0days_recalib,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy_18-162-2,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50%MeOH,240000.0,20.0,48.0,296.0,790.0,2018-10-16_01h42m26s,DHB,high,1.0,314785633.7639988,False,False
2018-11-21_21h30m15s,biopsy_no_thaw_2_50um,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,28.0,38.0,183.0,1640.0,2018-11-17_01h32m59s,DHB,high,0.5,4050649252.247436,False,False
2018-11-21_21h31m33s,biopsy_no_thaw_casi_lipds,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,92.0,85.0,289.0,886.0,2018-11-21_21h31m33s,DHB,high,1.0,8101298504.494872,False,False
2019-01-01_01h13m47s,18-312-2_noembed_250_2000_2nd,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,14.0,11.0,60.0,1173.0,2019-01-01_01h13m47s,DHB,high,1.0,9721558205.393847,False,False
2019-01-04_01h24m04s,18-342-2_noembed_50um_600_1000casi_1st,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,22.0,19.0,66.0,339.0,2019-01-04_01h24m04s,DHB,high,1.0,9721558205.393847,False,False
2019-03-06_21h42m13s,yale_slide_5_20cyc_min25lp_50um,PNNL,Dusan Velickovic,True,Positive,human,kidney,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,28.0,15.0,257.0,806.0,2019-03-06_21h42m13s,DHB,high,0.5,730262490.4697783,False,False
2019-04-30_21h50m46s,NanoDesi_kidney_100k_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,ESI,Nano-DESI,FTICR,FTICR,Other,none,MeOH,90% MeOH,100000.0,27.0,11.0,39.0,300.0,2019-04-30_21h50m46s,MeOH,medium,0.5,5970504296.326124,True,False
2019-04-30_21h52m37s,NanoDesi_kidney_nosheerforce_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,ESI,Nano-DESI,FTICR,FTICR,Other,none,MeOH,90% MeOH,50000.0,19.0,69.0,176.0,976.0,2019-04-30_21h52m37s,MeOH,low,1.0,20853130212.322853,False,False
2019-05-02_22h57m40s,NanoDesi_kidney_100k_2_normalization,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,ESI,Nano-DESI,FTICR,FTICR,Other,none,MeOH,90% MeOH,100000.0,34.0,64.0,49.0,522.0,2019-05-02_22h57m40s,MeOH,medium,1.0,11941008592.652248,False,False
2019-07-16_17h42m22s,20190715_jl_dhb_mimetic_min2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,29.0,11.0,133.0,1422.0,2019-07-16_17h41m37s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-07-16_18h50m17s,20190715_jkl_dhb_mimetic_min_tissue,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,14.0,14.0,51.0,937.0,2019-07-16_18h50m17s,DHB,high,1.0,10163960934.752209,False,False
2019-07-17_18h19m39s,20190716_jl_dhb_mimetic_slide2_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,26.0,22.0,102.0,1153.0,2019-07-17_18h19m39s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-07-17_18h39m42s,20190716_dv_1day_after_mimetic_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,24.0,25.0,69.0,1048.0,2019-07-17_18h46m28s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-07-17_18h53m04s,20190716_dv_1day_after_mimetic_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,37.0,28.0,99.0,1048.0,2019-07-17_18h46m28s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-10-01_21h34m36s,20190930_jl_dhb_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,11.0,12.0,132.0,636.0,2019-10-01_21h34m36s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-11-06_21h35m27s,20191105_jl_kidney_day7_nitrogen_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,12.0,15.0,42.0,755.0,2019-11-06_21h38m23s,DHB,high,0.3333333333333333,3387986978.250736,False,False
2019-12-09_21h03m50s,20191206_jl_lungmap_dhb_8pass,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50.0,42.0,106.0,1898.0,2019-12-09_21h13m26s,DHB,high,0.3333333333333333,472230003.47295856,False,False
2019-12-26_22h37m21s,18-312-2_07_nocasi,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,Norharmane,Norharmane,MeOH,CHCl3/MeOH=2:1,240000.0,5.0,13.0,58.0,219.0,2019-12-26_22h37m21s,Norharmane,high,1.0,5480277046.732457,False,False
2019-12-27_20h38m49s,17-365-5_50um_nedc_02_importedpeaks,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,62.0,50.0,116.0,755.0,2019-12-27_20h38m49s,NEDC,high,1.0,17469298354.70731,False,False
