,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50
3642,2022-06-30_22h20m56s,nanoDESI 21T FTICR_3ppmerror,PNNL,Gregory Vandergrift,True,Positive,rat,brain,wildtype,ESI,NanoDESI,FTICR,FTICR,Other,none,Other,none,600000.0,115,188,409,895
3643,2022-06-30_00h28m18s,data02_20220628165430,PNNL,mike taylor,True,Positive,arabidopsis,whole organism,n/a,ESI,IRMALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,46,73,519,4266
3644,2022-06-28_03h01m59s,area3,PNNL,mike taylor,True,Positive,arabidopsis,whole organism,n/a,Other,IR-MALDESI,Orbitrap,Q-Exactive-Orbitrap,Other,none,Other,none,197989.89873223333,12,15,149,5749
3645,2022-06-28_00h22m56s,024_3_S4_glyc_pos_20220518_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,024_control_35um,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,3,,,1
3646,2022-06-25_20h09m44s,S-2107-023597_10_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,22,15,157,296
3647,2022-06-25_20h08m30s,S-2107-023597_9_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,16,22,214,329
3648,2022-06-25_20h06m35s,S-2107-023597_7_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,10,22,51,413
3649,2022-06-25_20h04m20s,S-2107-023597_3_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,13,15,148,364
3650,2022-06-25_19h59m52s,S-2107-023561_Mimetic1_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,14,46,220,287
3651,2022-06-25_20h02m41s,S-2107-023561_Mimetic2_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,22,16,159,81
3652,2022-06-25_19h53m12s,S-2107-023561_3_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,47,40,532,475
3653,2022-06-25_19h56m30s,S-2107-023561_9_S3_SM_Neg_20220624_GZ],UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,44,23,383,207
3654,2022-06-25_19h55m06s,S-2107-023561_7_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,47,19,291,334
3655,2022-06-25_19h51m09s,S-2103-004186_10_S3_SM_Neg_20220624_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,12,12,62,351
3656,2022-06-24_00h16m03s,MF09_pos,PNNL,Dusan Velickovic,True,Positive,microbes,colonies,mf09,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,12,,21,3168
3657,2022-06-23_23h21m25s,LN05_pos,PNNL,Dusan Velickovic,True,Positive,microbes,colonies,ln05,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,10,,23,3465
3658,2022-06-23_23h22m56s,SF14_pos,PNNL,Dusan Velickovic,True,Positive,microbes,colonies,sf14,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,10,,13,3081
3659,2022-06-23_23h18m09s,LF06_pos,PNNL,Dusan Velickovic,True,Positive,microbes,colonies,lf06,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,9,,29,3008
3660,2022-06-23_23h15m35s,LF03_pos,PNNL,Dusan Velickovic,True,Positive,microbes,colonies,lf03,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,7,,27,2304
3661,2022-06-22_14h16m24s,Daniel Caterpillar test neg,TUM,Nicole Strittmatter,True,Negative,galleria mallonella,whole organism,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,95 % methanol 5 % water,70000.0,134,269,616,457
3662,2021-10-01_13h14m12s,EY_210930pm_EDI-27jul21_p56-Male-642-12-6-T_50um_2SE,None,Eylan Yutuc,True,Positive,mouse,brain,wildtype,MALDI,AP-MALDI,Orbitrap,Orbitrap,CHCA,CHCA,Other,none,169705.62748477142,10,14,67,1005
3663,2022-06-20_21h13m02s,TM_Glycerol6,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,51,125,378,2124
3664,2022-06-20_08h44m30s,15-05-22_RY-005a_20ul_10um_140721_2_100_100_Slide_A_Analyte 1_1,None,Ravit Yakobi,True,Positive,n/a,whole organism,n/a,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,23,5,69,1263
3665,2022-06-09_20h25m24s,S-2006-002396_7_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,26,37,133,1290
3666,2022-06-13_11h44m39s,20220602 praktikum-total ion count,HS Mannheim,James Cairns,True,Positive,none,none,n/a,MALDI,MALDI,TOF,TOF reflector,DHB,"2,5-dihydroxybenzoic acid (DHB)",ACN,ACN,10000.0,3,,,
3667,2022-06-11_22h53m48s,S-2107-023651_10_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,9,27,126,1137
3668,2022-06-11_22h49m31s,S-2107-023651_9_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,46,49,204,859
3669,2022-06-11_22h46m07s,S-2107-023606_10_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,13,19,110,993
3670,2022-06-11_22h41m29s,S-2107-023579_7_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,11,6,123,1106
3671,2022-06-11_22h38m49s,S-2107-023579_3_S3_SM_Neg_20220610_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,10,28,144,940
3672,2022-06-11_22h32m54s,S-2111-0008287_3_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,15,33,212,1209
3673,2022-06-11_22h31m01s,S-2006-001995_9_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,42,27,191,1017
3674,2022-06-11_22h31m21s,S-2006-001995_10_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,16,50,126,842
3675,2022-06-11_22h21m56s,024_7_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,36,57,277,1402
3676,2022-06-11_22h26m09s,024_Mimetic1_S3_SM_Neg_20220609_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,19,37,159,550
3677,2022-06-09_20h36m24s,S-2108-005528_11_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,14,23,183,1397
3678,2022-06-09_20h40m16s,S-2108-005528_12_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,15,30,101,1482
3679,2022-06-09_20h30m53s,S-2102-003504_10_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,27,44,214,959
3680,2022-06-09_20h28m59s,S-2102-003504_3_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,14,37,304,989
3681,2022-06-09_20h28m07s,S-2006-002396_10_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,32,40,162,1306
3682,2022-06-09_20h26m30s,S-2006-002396_9_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,3,18,37,1548
3683,2022-06-09_20h24m10s,S-2006-002396_3_S3_SM_Neg_20220608_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,15,42,166,1461
3684,2022-06-09_19h14m10s,regions-total ion count,None,Manoj Yadav,True,Negative,mouse,skin,wildtype,MALDI,MALDI,TOF,TOF reflector,DHAP,"2,5-dihydroxyacetophenone (DHA)",Acetone,Acetone+0.1 TFA,140000.0,,,,3
3685,2022-06-09_19h06m46s,S-2103-004123_10_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,16,29,164,867
3686,2022-06-09_19h04m59s,S-2103-004123_Sec7_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,35,49,320,675
3687,2022-06-09_19h02m47s,S-2103-004114_Sec10_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,16,41,184,836
3688,2022-06-09_19h04m03s,S-2103-004123_Sec3_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,28,66,197,821
3689,2022-06-09_19h00m35s,S-2103-004114_Sec9_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,19,34,241,700
3690,2022-06-09_18h59m11s,S-2103-004114_Sec3_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,34,55,193,724
3691,2022-06-09_18h57m38s,S-2103-004042_Sec9_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,18,31,272,729
3692,2022-06-09_18h55m40s,S-2103-004042_Sec3_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,9,48,150,865
3693,2022-06-09_18h54m23s,S-2103-004042_Mimetic2_S3_SM_Neg_20220607_GZ,UTHSA,Guanshi Zhang,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,134164.07864998738,22,6,170,434
3694,2022-06-09_17h14m40s,regions-total ion count,None,Manoj Yadav,True,Positive,mouse,skin,wildtype,MALDI,MALDI,TOF,TOF reflector,DHAP,"2,5-dihydroxyacetophenone (DHA)",Acetone,Acetone+0.1 TFA,140000.0,4,,6,39
3695,2022-06-05_17h13m08s,S1_4_1,None,Chang Lu,True,Negative,mouse,liver,diseased,MALDI,MALDI,TOF,TOF reflector,Other,none,Other,none,50000.0,2,,,2
3696,2022-06-04_01h14m18s,S-2008-006724_ref2_glyc_pos_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,ref_for_6724,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,3,,,8
3697,2022-06-04_01h12m33s,S-2008-006724_3_S3_glyc_pos_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"6724, 35um, very right",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,4,,,13
3698,2022-06-04_01h11m02s,S-2008-006724_2_S3_pos_glyc_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"6724, right",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,3,,8,13
3699,2022-06-04_01h05m48s,S-1905-017720_ref2_glyc_pos_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,ref_for_s-1905-017720,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,4,,,1
3700,2022-06-04_01h05m10s,S-1905-017720_ref1_glyc_pos_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,ref_for_s-1905-017720,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,4,,,2
3701,2022-06-04_01h03m51s,S-1905-017720_2_S1_glyc_pos_20220526_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"s-1905-017720, right",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,2,,1,22
3702,2022-06-03_20h37m58s,S-1908-000734_ref1_glyc_pos_20220518_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"ref_for_0734, 50um",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,1,,,
3703,2022-06-03_20h31m24s,S-1908-000734_1_S3_glyc_pos_20220518_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"left_0734, 50um",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,2,,,9
3704,2022-06-03_20h05m21s,024_1_S4_glyc_pos_20220518_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,024_control,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,2,,5,
3705,2022-06-03_11h47m25s,20220214_cristal6_tejido7neg-total ion count,None,Albert Menéndez Pedriza,True,Negative,n/a,testis,n/a,MALDI,MALDI,TOF,qTOF,Norharmane,Norharmane,MeOH,50% MeOH / 50% CHCl3,39000.0,5,,7,286
3706,2022-06-03_02h27m59s,S-1908-000922_ref1_202205112_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,ref_for_0922,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,1,,,4
3707,2022-06-02_19h55m13s,024_ref1_glyc_pos_20220512_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,ref_for_024_control,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,1,,,
3708,2022-06-02_19h42m35s,024_2_S3_glyc_pos_20220512_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,024_control_right_50um,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,1,,,
3709,2022-06-02_19h39m34s,024_1_S3_glyc_pos_20220512_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,024_control_left_50um,MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,3,,,2
3710,2022-05-31_11h25m25s,"EMBL_HelaDAN-Giessen_treated_neg_100x100_25um_A30_2,5kV_mz100-500_Rfthreshold5_Recal155,06147",JLU Giessen,Max Müller,True,Negative,hela cells,cells,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,Aceton/water ,140000.0,12,1,13,537
3711,2022-05-31_11h23m30s,"EMBL_HelaDAN-EMBL_treated_neg_100x100_25um_A30_2,5kV_mz100-500_Rfthreshold5_Recal155,06147",JLU Giessen,Max Müller,True,Negative,hela cells,cells,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,Aceton/water ,140000.0,9,4,18,583
3712,2022-05-31_10h46m34s,"MM_76_mousebrain_325x226_40um_laseronoff_1,9PS_A40",JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26,31,482,995
3713,2022-05-31_10h27m17s,FullPixel4_125x260_50um_fullpixel_A30_X100,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32,54,255,976
3714,2022-05-31_10h25m40s,HS_5um_3_A25_200x300_5um_pixelmode_4kV_DHB_X189,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26,19,135,715
3715,2022-05-31_10h26m09s,HS_5um_3_A25_300x100_5um_10PS_4kV_DHB_X187,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,30000.0,11,,27,287
3716,2022-05-31_08h36m24s,"EMBL_HelaDAN-EMBL_neg_100x100_25um_A30_2,5kV_mz100-500_Rfthreshold5_Recal155,06147",JLU Giessen,Max Müller,True,Negative,hela cells,cells,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,Aceton/water ,140000.0,6,1,5,429
3717,2022-05-30_20h07m49s,"MM_51_mousebrain_CMAF_3,8PS_200x200_10um_A40",JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,120000.0,10,7,237,598
3718,2022-05-30_20h18m04s,FP2_18PS_CM_cerebellum_200x200_10um_A20_3kV_1_X003,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,15000.0,18,18,8,251
3719,2022-05-30_20h04m48s,"MM_50_mousebrain_CMAF_1,9PS_300x300_10um_A40",JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32,8,182,700
3720,2022-05-30_20h03m10s,MM_54_mousebrain_pixelAF_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,41,88,235,934
3721,2022-05-30_20h09m30s,MM_52_mousebrain_CMAF_5PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,60000.0,9,15,93,568
3722,2022-05-30_19h17m45s,MM_53_mousebrain_CMAF_10PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,30000.0,11,12,54,361
3723,2022-05-28_03h10m36s,20220523_lipids_test,PNNL,mike taylor,True,Positive,human,tissue section,n/a,MALDI,MALDI,FTICR,FTICR 12T,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,13,,580,409
3724,2022-05-27_22h54m58s,024_ref2_glyc_pos_20220505_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"ref_for_control_024, didn't pass qc",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,4,,,10
3725,2022-05-27_06h48m41s,Slide 5 well 7-total ion count,None,Tassiani Sarretto,True,Positive,cultured cells,neuron,control,MALDI,MALDI,TOF,timsTOF,DHB,DHB,Acetone,Acetone,120000.0,18,85,300,5557
3726,2022-05-26_00h41m52s,S-1908-000922_3_S1_glyc_pos_20220512_DV,PNNL,Dusan Velickovic,True,Positive,human,kidney,"s-1908-000922, 35um spatial",MALDI,MALDI,FTICR,7 T FTICR,CHCA,CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",200000.0,5,,1,23
3727,2022-05-25_11h54m16s,Bone_MALDI2_pos_DAN_KSS_part2_50_650_2,ISAS,siva swapna,True,Positive,mouse,bone,wildtype,MALDI,MALDI,Orbitrap,Q-Exactive-Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,"90% ACN, 10% H2O ",120000.0,3,,,25
3728,2022-05-24_13h37m09s,Bone_MALDI2_pos_DAN_KSS_part1_400_1200,ISAS,siva swapna,True,Positive,mouse,bone,wildtype,MALDI,MALDI,Orbitrap,Q-Exactive-Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,"90% ACN, 10% H2O ",120000.0,,,,3
3729,2022-05-24_03h01m34s,ctrl ht29 2,None,Yijia wang,True,Positive,tumor spheroids,spheroids,n/a,MALDI,MALDI,TOF,TOF reflector,CHCA,CHCA,ACN,50%ACN,140000.0,,,,5
3730,2022-05-24_03h00m14s,ctrl ht29 1,None,Yijia wang,True,Positive,tumor spheroids,spheroids,n/a,MALDI,MALDI,TOF,TOF reflector,CHCA,CHCA,ACN,50%ACN,140000.0,3,,,3
3731,2022-05-23_15h09m24s,TM_6mm,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,80,107,774,1280
3732,2022-05-23_15h08m42s,TM_9mm,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,77,47,295,2009
3733,2022-05-23_15h08m26s,TM_10mm,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,58,125,668,1374
3734,2022-05-23_15h04m39s,Reflection 2ppb,NCSU,Alena Joignant,True,Positive,mouse,liver,n/a,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,None,Other,none,240000.0,65,59,960,1669
